State,District,Route
WEST BENGAL,North Dinajpur,"Nando B.O,Goalpokhar - I Dist:North Dinajpur,WB"
WEST BENGAL,South Dinajpur,"Narai B.O,Gangarampur Dist:South Dinajpur,WB"
WEST BENGAL,South Dinajpur,"Narayanpur B.O,Kumarganj Dist:South Dinajpur,WB"
WEST BENGAL,North Dinajpur,"Narayanpur B.O,Islampur Dist:North Dinajpur,WB"
WEST BENGAL,South Dinajpur,"Narayanpur S.O (South Dinajpur),Balurghat Dist:South Dinajpur,WB"
WEST BENGAL,South Dinajpur,"Nayabazar S.O (South Dinajpur),Gangarampur Dist:South Dinajpur,WB"
WEST BENGAL,South Dinajpur,"Nazirpur B.O,Balurgthat Dist:South Dinajpur,WB"
WEST BENGAL,South Dinajpur,"Nilgambhir B.O,Bansihari Dist:South Dinajpur,WB"
WEST BENGAL,North Dinajpur,"Nizampur B.O,Karandighi Dist:North Dinajpur,WB"
WEST BENGAL,North Dinajpur,"Nomunia B.O,Itahar Dist:North Dinajpur,WB"
WEST BENGAL,South Dinajpur,"Nunail B.O,Balurghat Dist:South Dinajpur,WB"
WEST BENGAL,South Dinajpur,"Panchagram B.O,Kumargunj Dist:South Dinajpur,WB"
WEST BENGAL,North Dinajpur,"Panchbhaya B.O,Raiganj Dist:North Dinajpur,WB"
WEST BENGAL,North Dinajpur,"Panchdimthi B.O,Islampur Dist:North Dinajpur,WB"
WEST BENGAL,North Dinajpur,"Panishalahat B.O,Raiganj Dist:North Dinajpur,WB"
WEST BENGAL,South Dinajpur,"Panitara B.O,Kumarganj Dist:South Dinajpur,WB"
WEST BENGAL,North Dinajpur,"Panjipara S.O,Islampur Dist:North Dinajpur,WB"
WEST BENGAL,North Dinajpur,"Paraharipur B.O,Itahar Dist:North Dinajpur,WB"
WEST BENGAL,South Dinajpur,"Parameshwarpur B.O,Kushmundi Dist:South Dinajpur,WB"
WEST BENGAL,North Dinajpur,"Parbatipur B.O,Raiganj Dist:North Dinajpur,WB"
WEST BENGAL,North Dinajpur,"Parergram B.O,Raiganj Dist:North Dinajpur,WB"
WEST BENGAL,North Dinajpur,"Paschim Manoharpur B.O,Raiganj Dist:North Dinajpur,WB"
WEST BENGAL,North Dinajpur,"Patirajpur B.O,Itahar Dist:North Dinajpur,WB"
WEST BENGAL,South Dinajpur,"Patiram S.O,Balurghat Dist:South Dinajpur,WB"
WEST BENGAL,South Dinajpur,"Patkola B.O,Tapan Dist:South Dinajpur,WB"
WEST BENGAL,North Dinajpur,"Patnaur B.O,Karandighi Dist:North Dinajpur,WB"
WEST BENGAL,North Dinajpur,"Pokhoria B.O,Islampur Dist:North Dinajpur,WB"
WEST BENGAL,South Dinajpur,"Powrahar B.O,Hilli Dist:South Dinajpur,WB"
WEST BENGAL,South Dinajpur,"Pransagar B.O,Gangarampur Dist:South Dinajpur,WB"
WEST BENGAL,South Dinajpur,"Pundari B.O,Harirampur Dist:South Dinajpur,WB"
WEST BENGAL,South Dinajpur,"Purba Mollapara B.O,Gangarampur Dist:South Dinajpur,WB"
WEST BENGAL,North Dinajpur,"Puria B.O,Kaliaganj Dist:North Dinajpur,WB"
WEST BENGAL,North Dinajpur,"Radha Nagar B.O,Kaliyaganj Dist:North Dinajpur,WB"
WEST BENGAL,South Dinajpur,"Radhakrishnapur B.O,Kumarganj Dist:South Dinajpur,WB"
WEST BENGAL,North Dinajpur,"Radhanagar B.O,Itahar Dist:North Dinajpur,WB"
WEST BENGAL,South Dinajpur,"Radhanagar B.O,Balurghat Dist:South Dinajpur,WB"
WEST BENGAL,South Dinajpur,"Raghabpur B.O,Gangarampur Dist:South Dinajpur,WB"
WEST BENGAL,North Dinajpur,"Raghunathpur B.O,Kaliaganj Dist:North Dinajpur,WB"
WEST BENGAL,North Dinajpur,"Raiganj Bandar S.O,Raiganj Dist:North Dinajpur,WB"
WEST BENGAL,North Dinajpur,"Raiganj S.O,Raiganj Dist:North Dinajpur,WB"
WEST BENGAL,North Dinajpur,"Raiganj Town S.O,Raiganj Dist:North Dinajpur,WB"
WEST BENGAL,North Dinajpur,"Raipur B.O,Raiganj Dist:North Dinajpur,WB"
WEST BENGAL,South Dinajpur,"Rajibpur B.O,Gangarampur Dist:South Dinajpur,WB"
WEST BENGAL,South Dinajpur,"Rajua B.O,Balurghat Dist:South Dinajpur,WB"
WEST BENGAL,South Dinajpur,"Ramchandrapur B.O,Tapan Dist:South Dinajpur,WB"
WEST BENGAL,North Dinajpur,"Ramganj S.O (North Dinajpur),Islampur Dist:North Dinajpur,WB"
WEST BENGAL,South Dinajpur,"Ramkrishnapur B.O,Kumarganj Dist:South Dinajpur,WB"
WEST BENGAL,South Dinajpur,"Rampur S.O (South Dinajpur),Gangarampur Dist:South Dinajpur,WB"
WEST BENGAL,North Dinajpur,"Rashbehari Market S.O,Raiganj Dist:North Dinajpur,WB"
WEST BENGAL,North Dinajpur,"Rashokhowahat B.O,Karandighi Dist:North Dinajpur,WB"
WEST BENGAL,South Dinajpur,"Ratanpur B.O,Gangarampur Dist:South Dinajpur,WB"
WEST BENGAL,North Dinajpur,"Runia B.O,Raiganj Dist:North Dinajpur,WB"
WEST BENGAL,North Dinajpur,"Rupahar B.O,Raiganj Dist:North Dinajpur,WB"
WEST BENGAL,South Dinajpur,"S.N.Pur B.O,Harirampur Dist:South Dinajpur,WB"
WEST BENGAL,South Dinajpur,"Safanagar B.O,Kumarganj Dist:South Dinajpur,WB"
WEST BENGAL,North Dinajpur,"Sahapur B.O,Goalpokhar - I Dist:North Dinajpur,WB"
WEST BENGAL,South Dinajpur,"Sahapur Jharbari B.O,Kushmundi Dist:South Dinajpur,WB"
WEST BENGAL,North Dinajpur,"Sakuntala B.O,Goalpokhar - II Dist:North Dinajpur,WB"
WEST BENGAL,North Dinajpur,"Samaspur B.O,Raiganj Dist:North Dinajpur,WB"
WEST BENGAL,South Dinajpur,"Samjhia B.O,Kumarganj Dist:South Dinajpur,WB"
WEST BENGAL,North Dinajpur,"Sandhiya B.O,Itahar Dist:North Dinajpur,WB"
WEST BENGAL,South Dinajpur,"Sarala B.O,Kushmandi Dist:South Dinajpur,WB"
WEST BENGAL,South Dinajpur,"Sarangram B.O,Balurghat Dist:South Dinajpur,WB"
WEST BENGAL,South Dinajpur,"Sarbamangala B.O,Gangarampur Dist:South Dinajpur,WB"
WEST BENGAL,North Dinajpur,"Sasan B.O,Raiganj Dist:North Dinajpur,WB"
WEST BENGAL,North Dinajpur,"Sawdhan B.O,Karandighi Dist:North Dinajpur,WB"
WEST BENGAL,South Dinajpur,"Sayedpur B.O,Balurghat Dist:South Dinajpur,WB"
WEST BENGAL,North Dinajpur,"Sayedpur Bhamantali B.O,Karandighi Dist:North Dinajpur,WB"
WEST BENGAL,South Dinajpur,"School Para S.O,Balurghat Dist:South Dinajpur,WB"
WEST BENGAL,North Dinajpur,"Shikarpur B.O,Dalkhola Dist:North Dinajpur,WB"
WEST BENGAL,South Dinajpur,"Sibkrishnapur B.O,Kushmundi Dist:South Dinajpur,WB"
WEST BENGAL,South Dinajpur,"Sihole B.O,Banshihari Dist:South Dinajpur,WB"
WEST BENGAL,North Dinajpur,"Simalia B.O,Goalpokhar - II Dist:North Dinajpur,WB"
WEST BENGAL,South Dinajpur,"Singadaha B.O,Bansihari Dist:South Dinajpur,WB"
WEST BENGAL,North Dinajpur,"Solpara B.O,Goalpukher Dist:North Dinajpur,WB"
WEST BENGAL,North Dinajpur,"Sonapur B.O,Raiganj Dist:North Dinajpur,WB"
WEST BENGAL,North Dinajpur,"Sonapur Hat B.O,Chopra Dist:North Dinajpur,WB"
WEST BENGAL,North Dinajpur,"Srikrishnapur Colony B.O,Islampur Dist:North Dinajpur,WB"
WEST BENGAL,North Dinajpur,"Sripur B.O,Dalkhola Dist:North Dinajpur,WB"
WEST BENGAL,North Dinajpur,"State Farm Colony B.O,Islampur Dist:North Dinajpur,WB"
WEST BENGAL,North Dinajpur,"Subhashganj B.O,Raiganj Dist:North Dinajpur,WB"
WEST BENGAL,South Dinajpur,"Sudarshannagar B.O,Bansihari Dist:South Dinajpur,WB"
WEST BENGAL,North Dinajpur,"Sudarshanpur S.O,Raiganj Dist:North Dinajpur,WB"
WEST BENGAL,North Dinajpur,"Sujali B.O,Chopra Dist:North Dinajpur,WB"
WEST BENGAL,South Dinajpur,"Sukdebpur B.O,Gangarampur Dist:South Dinajpur,WB"
WEST BENGAL,North Dinajpur,"Surjapur B.O,Goalpokhar - II Dist:North Dinajpur,WB"
WEST BENGAL,North Dinajpur,"Taherpur B.O,Raiganj Dist:North Dinajpur,WB"
WEST BENGAL,North Dinajpur,"Tamchari Mathbari B.O,Kaliaganj Dist:North Dinajpur,WB"
WEST BENGAL,South Dinajpur,"Tapan S.O,Balurghat Dist:South Dinajpur,WB"
WEST BENGAL,North Dinajpur,"Tarangapur B.O,Kaliyaganj Dist:North Dinajpur,WB"
WEST BENGAL,North Dinajpur,"Tarial B.O,Islampur Dist:North Dinajpur,WB"
WEST BENGAL,South Dinajpur,"Telighata B.O,Tapan Dist:South Dinajpur,WB"
WEST BENGAL,North Dinajpur,"Tenohari B.O,Raiganj Dist:North Dinajpur,WB"
WEST BENGAL,South Dinajpur,"Teor S.O,Balurghat Dist:South Dinajpur,WB"
WEST BENGAL,North Dinajpur,"Thakurbari B.O,Goalpokhar - II Dist:North Dinajpur,WB"
WEST BENGAL,South Dinajpur,"Thakurpurahat B.O,Balurghat Dist:South Dinajpur,WB"
WEST BENGAL,North Dinajpur,"Tilna B.O,Itahar Dist:North Dinajpur,WB"
WEST BENGAL,South Dinajpur,"Tilon B.O,Tapan Dist:South Dinajpur,WB"
WEST BENGAL,South Dinajpur,"Trimohini B.O,Hilli Dist:South Dinajpur,WB"
WEST BENGAL,North Dinajpur,"Tungail Bilpara B.O,Kaliaganj Dist:North Dinajpur,WB"
WEST BENGAL,North Dinajpur,"Tungidighi B.O,Karandighi Dist:North Dinajpur,WB"
WEST BENGAL,South Dinajpur,"Usha Haranhat B.O,Kushmundi Dist:South Dinajpur,WB"
WEST BENGAL,South Dinajpur,"Uttar Karanji B.O,Kushmundi Dist:South Dinajpur,WB"
WEST BENGAL,South Dinajpur,"Uttar Para B.O,Kushmandi Dist:South Dinajpur,WB"
WEST BENGAL,Bardhaman,"Achra B.O,Salanpur Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Aldihi B.O,Kulti Mc Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Amdahi B.O,Laudoha Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Amladahi S.O,Barabani Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Amlajora B.O,Kanksa Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Amrabati S.O,Durgapur Mc Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Amrai B.O,Faridpur Durgapur Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Amrasota S.O,Barabani Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Amritnagar B.O,Pandabeswar Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Andal S.O,Andal Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Andal South Bazar S.O,Raniganj Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Andalgram B.O,Andal Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Angadpur S.O,Durgapur Mc Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Asanboni B.O,Kulti Mc Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Asansol Bazar S.O,Barabani Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Asansol Court S.O,Barabani Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Asansol H.O,Jamuria Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"B.B.College S.O,Barabani Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Bahadurpur B.O,Jamuria Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Bahula S.O,Barabani Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Baktarnagar B.O,Andal Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Balijuri B.O,Laudoha Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Ballavpur S.O,Pandabeswar Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Baltoria B.O,Kulti Mc Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Bamunara B.O,Kanksa Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Bansra B.O,Pandabeswar Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Baraboni B.O,Baraboni Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Baradhemo B.O,Barabani Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Barakar S.O,Barabani Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Basudevpur Jemari B.O,Salanpur Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Begunia Bazar S.O,Barabani Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Bejdih B.O,Kulti Mc Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Benachity Market S.O,Faridpur Durgapur Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Benachity S.O,Durgapur Mc Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Benali S.O,Pandabeswar Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Bhanora B.O,Baraboni Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Bhiringi B.O,Durgapur Mc Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Bhuri B.O,Jamuria Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Bidhanbag S.O,Pandabeswar Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Bidhannagar S.O,Durgapur Mc Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Bidyanandapur B.O,Barabani Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Bijpur B.O,Pandabeswar Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Bilpahari B.O,Pandabeswar Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Birkulti B.O,Baraboni Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Bogra B.O,Jamuria Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Burdwan Arrah B.O,Kanksa Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Burnpur Mkt S.O,Barabani Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Burnpur S.O,Barabani Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Burnpur Works S.O,Asansol Mc Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Charanpur S.O,Jamuria Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Chelod B.O,Raniganj Mc Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Chinakuri B.O,Kulti Mc Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Chinchuria B.O,Jamuria Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Chittaranjan S.O,Salanpur Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Chittaranjan TS S.O,Salanpur Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Chotodighari S.O,Asansol Mc Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Churulia S.O,Jamuria Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"City Centre S.O,Durgapur Mc Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Dakhin Dhadka S.O,Barabani Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Dakhin Khanda B.O,Andal Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Damra B.O,Asansol Mc Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Devchandnagar S.O,Jamuria Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Dhabani B.O,Durgapur Mc Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Dhandadihi S.O,Pandabeswar Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Dharampur B.O,Barabani Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Disergarh S.O,Kulti Mc Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Domahani Bazar S.O,Baraboni Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Durgapur Abl Township S.O,Durgapur Mc Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Durgapur Alloy Steel Probject S.O,NA Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Durgapur ASP SB Bureau S.O,Durgapur Mc Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Durgapur Brick Field S.O,Durgapur Mc Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Durgapur C Zone S.O,Durgapur Mc Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Durgapur Chemicals S.O,Durgapur Mc Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Durgapur Coke Oven Colony S.O,Durgapur Mc Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Durgapur CRPF Camp S.O,Durgapur Mc Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Durgapur DSP SB Bureau S.O,Durgapur Mc Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Durgapur H.O,Durgapur Municipal Corporation Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Durgapur Heavy Engg Plant S.O,Durgapur Mc Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Durgapur Mg Avenue S.O,Durgapur Mc Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Durgapur Project B Zone S.O,Durgapur Mc Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Durgapur Re College S.O,Duragpur Mc Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Durgapur RS S.O,Durgapur Mc Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Durgapur Sagarbhanga Colony S.O,Durgapur Mc Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Durgapur Steel Project S.O,Durgapur Mc Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Durgapur Steel Town East S.O,Durgapur Mc Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Durgapur Steel Town West S.O,Durgapur Mc Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Durgapur Thermal Power Station S.O,Durgapur Mc Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Egara B.O,Raniganj Mc Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Ethora B.O,Kulti Mc Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Fuljhore B.O,Durgapur Mc Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Gangutia B.O,Barabani Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Gogla B.O,Laudoha Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Gopalpur B.O,Kanksa Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Gopinathpur S.O,Durgapur Mc Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Gourbazar S.O,Pandabeswar Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Haripur S.O (Bardhaman),Pandaveshwar Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Hijalgora B.O,Jamuria Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Hill View S.O,Barabani Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Hindustan Cables S.O,Barabani Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Hirapur B.O,Barabani Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Hutton Road S.O,Barabani Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Ichapur B.O,Laudoha Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Ikrah B.O,Pandabeswar Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Jamgora B.O,Laudoha Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Jamgram B.O,Baraboni Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Jamuriahat S.O,Jamuriahat Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Jemahari B.O,Pandabeswar Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Jemua B.O,Kanksa Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Jhanjhra B.O,Laudoha Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Jhingri Mohallah S.O,Barabani Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Jote Janki B.O,Jamuria Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Kajoragram S.O,Andal Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Kalajhoria B.O,Barabani Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Kalipahari S.O,Asansol Mc Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Kalla Central Hospital S.O,Barabani Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Kalyaneshwari S.O,Barabani Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Kamalpur B.O,Durgapur Mc Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Kankhaya B.O,Jamuria Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Kanyapur S.O,Baraboni Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Kapista B.O,Baraboni Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Kelejora B.O,Baraboni Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Kenda S.O,Pandabeswar Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Kendra S.O,Pandaveshwar Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Kendua S.O,Barabani Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Khandra B.O,Barabani Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Kharsuli Bazar S.O,Raniganj Mc Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Khottadihi B.O,Pandabeswar Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Kuldiha B.O,Kanksa Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Kulti S.O,Barabani Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Kumardihi B.O,Laudoha Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Kumarpur S.O,Barabani Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Lalbazar B.O,Barabani Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Lalganj B.O,Baraboni Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Laudoha S.O,Laudoha Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Madanpur B.O,Andal Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Madhusudhanpur B.O,Andal Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Majhiara B.O,Baraboni Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Malandighi B.O,Kanksa Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Mandalpur B.O,Jamuria Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Mithani S.O,Barabani Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Mohishila B.O,Asansol Mc Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Mohishila Colony S.O,Barabani Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Moira Colliery B.O,Andal Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Nabagram B.O,Barabani Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Nakrakonda B.O,Laudoha Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Nandi S.O (Bardhaman),Jamuria Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Narsinghbandh S.O,Asansol Mc Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Naudiha S.O,Durgapur Mc Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Neamatpur S.O,Kulti Mc Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Nimcha B.O,Jamuria Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Ningha S.O,Barabani Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Nischinta B.O,Baraboni Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Nuni B.O,Baraboni Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Nupur B.O,Raniganj Mc Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Nutandanga S.O,Laudoha Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Old Sitarampur S.O,Kulti Mc Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Oyaria S.O,Durgapur Mc Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Palashbagan S.O,Barabani Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Pandaveshwar S.O,Pandaveshwr Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Panuria S.O,Baraboni Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Parascole B.O,Andal Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Parasea S.O,Jamuria Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Pariharpur B.O,Baraboni Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Patmohana B.O,Barabani Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Patsora B.O,Laudoha Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Pratappur B.O,Durgapur Mc Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Radhanagar B.O,Barabani Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Radhanagar Rly Colony S.O,Barabani Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Raghunathchak B.O,Baraboni Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Rahmatdanga S.O,Barabani Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Railpar S.O (Bardhaman),Barabani Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Rajbandh B.O,Kanksa Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Rakhitpur B.O,Kanksa Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Rambandh S.O,Barabani Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Rambandhutalaw S.O,Barabani Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Ramkrishna Mission S.O,Barabani Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Ramnagar B.O,Barabani Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Raniganj H.O,Raniganj Municipality Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Rannagar Gram B.O,NA Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Roshna B.O,Baraboni Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Rotibati B.O,Asansol Mc Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Rupnarayanpur Bazar S.O,NA Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"S.B.Gorai Road S.O,Barabani Dist:Bardhaman,WB"
