State,District,Route
WEST BENGAL,West Midnapore,"Marhmaheshpur B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Marhtala S.O,Debra Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Mataldanga B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Math Bishnupur B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Mathurakati S.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Matkatpur B.O,Kharagpur Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Mayta B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Midnapore Collectorate S.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Midnapore Court S.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Midnapore DSB S.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Midnapore H.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Midnapore Police Line S.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Midnapore Sitala S.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Mohar S.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Mohoboni B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Molighati B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Monidaha B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Montipa Mohanpur B.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Moulaparamanandapur B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Moupal B.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Mugbasan B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Mukshudpur B.O,Kharagpur Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Mundumari B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Muniada B.O,Binpur-II Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Muraboni B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Muramouli B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Nadasuli B.O,Garhbeta-III Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Nalbana B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Narajole B.O,Ghatal Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Narangadihi B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Narasimul B.O,Gopiballavpur-I Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Narayanbarh B.O,NA Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Narma B.O,Narayangarh Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Natuk Jaykrishnapur B.O,Ghatal Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Natunbazar S.O (West Midnapore),Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Naya B.O,Pingla Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Nayabasat B.O,Garhbeta-III Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Nayagram Benasuli B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Nedhua Bazar B.O,Sabang Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Nepura B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Neradeul S.O,Keshpur Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Netai B.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Nimpura S.O,Kharagpur-I Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Nimtala B.O,Daspur-I Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Nohari B.O,Garhbeta-I Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Noharia B.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Odalchua B.O,Binpur-II Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Old Kharagpur B.O,Kharagpur-I Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Orali B.O,Binpur-II Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Pachra B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Paikmajita B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Pakuria B.O,Keshpur Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Palaspai B.O,Ghatal Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Palshya B.O,Kharagpur Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Panchberia B.O,Debra Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Panchgeria B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Panchkhuri B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Panchmaro Pratappur B.O,Ghatal Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Pandua B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Panikotor B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Panna B.O,Ghatal Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Paparara B.O,Kharagpur Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Parhdaha B.O,Garhbeta-III Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Parihati B.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Parsuli B.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Parsura B.O,Keshpur Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Pasang B.O,Debra Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Paschimbarh B.O,Sabang Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Patharchakri B.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Patharpara B.O,Garhbeta-II Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Pathartoria B.O,Garhbeta-I Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Patina B.O,Binpur-II Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Patnabazar B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Perua B.O,Sabang Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Petbindi B.O,Gopiballavpur-II Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Phulbani B.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Pindrui B.O,Pingla Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Pingboni B.O,Garhbeta-II Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Pingla S.O,Kharagpur Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Pirakata. B.O,Salboni Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Prasadchak B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Pratappur B.O,Kharagpur-I Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Puichhara B.O,Garhbeta-II Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Pukuria B.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Purnapani B.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Radhachandanpur B.O,Debra Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Radhakantapur B.O,Ghatal Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Radhakrishnapur B.O,Pingla Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Radhamohanpur S.O,Kharagpur Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Radhanagar B.O,Ghatal Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Raghunath Chak B.O,Pingla Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Raghunathpur S.O (West Midnapore),Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Ragpur B.O,Pingla Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Ragra B.O,Sankrail Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Rajabasa B.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Rajbati B.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Rajganj B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Rakhajangle B.O,Kharagpur-I Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Rambhadrapur B.O,Kharagpur Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Rambhagawan B.O,Gopiballavpur-I Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Ramgarh S.O (West MidnapoB.O,Binpur-I Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Ramjibanpur S.O,Chandrakona-I Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Ramnagar Gopinathpur B.O,Kharagpur Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Ranarani B.O,Binpur-I Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Rangmetia B.O,Kharagpur Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Ranichak B.O,Ghatal Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Ranimadhabpur B.O,Chandrakona-I Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Ranir Bazar Simulia B.O,Ghatal Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Rantua B.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Raskundu B.O,Garhbeta-III Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Rathipur B.O,Ghatal Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Ratneswar Bati B.O,Ghatal Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Reserve Bank Nm Ltd. S.O,Salboni Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Routa B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Routara B.O,Salboni Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Routmoni B.O,Kharagpur Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Ruinan B.O,Kharagpur Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Sabang S.O,Sabang Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Sabong Shyamsundarpur B.O,Sabang Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Sagarpur B.O,Ghatal Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Saharda B.O,Pingla Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Sahari B.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Sahaspur B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Saidpur B.O,Salboni Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Sainthal B.O,Debra Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Saiyadbali B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Sakpara B.O,Kharagpur-I Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Salgeria B.O,Garhbeta-II Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Salua S.O,Kharagpur Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Samat B.O,Ghatal Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Sanatorium Digri B.O,Garhbeta-III Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Sandapara B.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Sandhipur B.O,Garhbeta-I Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Sankarpur B.O,Daspur-I Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Sankoa B.O,Kharagpur Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Sanmura B.O,Garhbeta-I Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Sanpdaha B.O,Garhbeta-I Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Saria B.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Sarisakhola B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Sasra B.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Satbankura S.O,Garhbeta-III Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Satpati B.O,Salboni Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Sekendari S.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Sevayatan S.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Shalboni Raghunathpur B.O,Salboni Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Shalboni S.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Shanrpur B.O,Kharagpur Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Shaymraipur B.O,Kharagpur Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Shyamchak B.O,Kharagpur Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Shyamchandpur B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Sibadumuria B.O,Gopiballavpur-I Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Sijua B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Silda S.O,Binpur-II Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Sindurgoura B.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Sirisdanga B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Siromoni B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Sirsa B.O,Chandrakona-II Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Sonakhali B.O,Daspur-II Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Srinagar B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Sultanpur B.O,Ghatal Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Sumitrapur B.O,Gopiballavpur-I Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Supaparsuri B.O,Daspur-I Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Swargachira B.O,Gopiballavpur-I Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Taladiha B.O,Narayangarh Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Talbagicha B.O,Kharagpur Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Talbandhi B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Tantigeria B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Tapsia S.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Tatarpur B.O,Chandrakona-I Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Tenpur B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Tentulmuriuttar B.O,kharagpur-II Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Thakurnpahari B.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Tilaboni B.O,Jamboni Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Tilantapara B.O,Sabang Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Toria B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Tulibarh B.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Turia B.O,Kharagpur Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Uchitpur B.O,Sabang Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Uriasai B.O,Garhbeta-III Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Uttar Eral B.O,Kharagpur Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Uttarbarh B.O,Pingla Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Uttarbil B.O,Garhbeta-I Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Uttardhankhal B.O,Daspur-I Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Vidyasagar University S.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,Puruliya,"Achkoda B.O,Santaldih Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Adra Market S.O,Adra Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Adra S.O,Adra Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Agaibari B.O,Raghuathpur Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Agaibil B.O,Bundwan Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Agardih B.O,Hura Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Aharrah B.O,Sirkabad Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Ajodhya Hill B.O,Bagmundi Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Alangidanga S.O,Purulia - I Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Amrabera B.O,Barabhum Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Anaijambad B.O,Hutmura Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Anara B.O,Anara Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Anara RS S.O,Para Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Ankro B.O,Bundwan Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Arjunjora B.O,Hutmura Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Arrah B.O,Adra Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Arsha B.O,Arsha Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Atna B.O,Tulin Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Babugram B.O,Raghunathpur Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Badaldih B.O,Barabhum Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Badra B.O,Puncha Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Bagalia B.O,Anara Rs Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Bagalmari B.O,Purulia Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Bagbinda B.O,Jhalda Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Bagda B.O,Puncha Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Bagdisha B.O,Purulia Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Baghra B.O,Purulia Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Baglata S.O,Jaipur Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Bagmundi S.O,Bagmundi Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Bahara B.O,Para Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Balakdih S.O,Puncha Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Baligara B.O,Purulia Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Bamni B.O,Jiudaru Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Bamnia B.O,Jiudaru Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Bamundiha B.O,Barabazar Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Banbahal B.O,Barabazar Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Banbaligara B.O,Hura Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Banjora B.O,Para Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Bansa B.O,Balakdih Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Bansraya B.O,Kashipur Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Bara Urma B.O,Sirkabad Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Barabendya B.O,Garjaipur Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Barabhum S.O,Barabazar Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Baragram B.O,Chharrah Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Barakadam B.O,Bundwan Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Barametyala B.O,Jaipur Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Bararola B.O,Kotshila Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Bargoria B.O,Manbazar - II Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Bargoria S.O,Manbazar - II Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Bari B.O,Manbazar Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Barrah B.O,Santaldih Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Batikara B.O,Balakdih Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Begunkodar B.O,Jhalda Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Beko B.O,Adra Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Beldih B.O,Purulia Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Belgoria B.O,Manbazar Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Belkuri B.O,Purulia Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Belma B.O,Anara Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Berada B.O,Balarampur Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Bhabanipur B.O,Balarampur Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Bhagabandh B.O,Puncha Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Bhamuria B.O,Adra Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Bhandarpuara B.O,Purulia Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Bhangra B.O,Hutmura Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Bhawridih B.O,Para Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Bhikari Chelyama B.O,Balarampur Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Bhul B.O,Purulia Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Bhurkundabari B.O,Raghunathpur Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Bhutam B.O,Puncha Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Bijoydih B.O,Manbazar - I Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Biltora B.O,Anara Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Biramdih B.O,Balarampur Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Birgram B.O,Bagmundi Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Bishpuria B.O,Hura Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Bishri B.O,Manbazar Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Bogra B.O,Raghunathpur - II Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Bonra B.O,Manbazar Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Boro B.O,Manbazar Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Bortoria B.O,Adra Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Brajapur B.O,Jhalda Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Bundwan S.O,Bundwan Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Bundwan Uttar B.O,Kenda Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Burda B.O,Bagmundi Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Chainpur B.O,Manguria Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Chakalta B.O,Purulia Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Chakaltore B.O,Purulia Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Chakirbon B.O,Purulia Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Chakra B.O,Purulia Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Chalmara Puapur B.O,Adra Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Chanchra B.O,Hutmura Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Chandra B.O,Purulia Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Chapaitard B.O,Jaipur Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Chapri B.O,Adra Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Charida B.O,Bagmundi Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Chatuhansa B.O,Purulia Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Chatumadar B.O,Purulia Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Chaturmohal B.O,Raghunathpur - II Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Chekya B.O,Jhalda Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Chelyama B.O,Raghunathpur Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Chepra B.O,Purulia Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Chharrah B.O,Chharrah Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Chhirudi Chandanpur B.O,Puncha Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Chhirudi Radhanagar B.O,Bundwan Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Chhota Sagan B.O,Manbazar Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Chirka B.O,Purulia Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Chitmu B.O,Jhalda Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Chitora B.O,Purulia Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Chitra B.O,Purulia Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Chorpahari B.O,Adra Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Choutala Bhagabandh B.O,Purulia Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Chowkbazar S.O (Puruliya),Purulia - I Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Chowkibera B.O,Jhalda Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Chuna B.O,Purulia Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Dabar Balarampur B.O,Purulia Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Daldali B.O,Purulia Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Damankiary B.O,Kashipur Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Damda B.O,Purulia Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Dangardih B.O,Manbazar Dist:Puruliya,WB"
WEST BENGAL,Puruliya,"Dapang B.O,Purulia Dist:Puruliya,WB"
